codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint;zona_prossimita;area_statistica
690840;;GARIBALDI 169 [840];VIA GARIBALDI 169;GORO;619;N/A;44.852244, 12.310525;Fuori Bologna;Fuori Bologna
691004;;PAISOLO-PUGNALINO [004];VIA GHIRARDELLI FR 112;COMACCHIO;627;N/A;44.688351, 12.195276;Fuori Bologna;Fuori Bologna
691032;;UGO BASSI [032];VIA UGO BASSI N.34;PORTO GARIBALDI;603;N/A;44.67682, 12.241829;Fuori Bologna;Fuori Bologna
691037;632;MENTANA 131 [037];VIA MENTANA FR. N. 131;PORTO GARIBALDI;603;N/A;44.680421, 12.231053;Fuori Bologna;Fuori Bologna
691042;631;ALPI CENTRALI [042];;LIDO DEGLI SCACCHI;602;N/A;44.709462, 12.237732;Fuori Bologna;Fuori Bologna
691049;;PALLOTTA REGIONI [049];STRADA PODERALE PALLOTTA 49;COMACCHIO;627;N/A;44.720838, 12.141522;Fuori Bologna;Fuori Bologna
691054;621;FACCINI 8 [054];VIA FACCINI FR 8;GRADIZZA;621;N/A;44.870819, 11.833978;Fuori Bologna;Fuori Bologna
691072;334;RENATA DI FRANCIA [072];VIA RENATA DI FRANCIA N.60;LIDO DEGLI ESTENSI;604;N/A;44.663867, 12.232579;Fuori Bologna;Fuori Bologna
691074;621;MARCHESA - MANTOVANI [074;VIA MARCHESA INCROCIO VIA MANTOVANI;COPPARO;621;N/A;44.857219, 11.809871;Fuori Bologna;Fuori Bologna
691078;621;MARCHESIA - FERRETIA [078;VIA MARCHESA INCROCIO VIA FERRETIA;COPPARO;621;N/A;44.850438, 11.812882;Fuori Bologna;Fuori Bologna
691089;;MAZZOCCA 22 [089];VIA MAZZOCCA 22;FORMIGNANA;621;N/A;44.845342, 11.830766;Fuori Bologna;Fuori Bologna
691090;621;ARGINE VOLANO 40 [090];VIA ARGINE VOLANO 38/40;COPPARO;621;N/A;44.837714, 11.820739;Fuori Bologna;Fuori Bologna
691091;;MAZZOCCA 14 [091];VIA MAZZOCCA 14;COPPARO;621;N/A;44.844231, 11.829092;Fuori Bologna;Fuori Bologna
691115;;CAPUCCINI CAVALCAVIA [115;STRADA PODERALE CAPUCCINI 6;COMACCHIO;627;N/A;44.709748, 12.171118;Fuori Bologna;Fuori Bologna
691131;633;VALLE OPPIO [131];Via Valle Oppio n. 5;LAGOSANTO;628;N/A;44.767336, 12.132645;Fuori Bologna;Fuori Bologna
691132;326;VIA DEL MARE [132];VIA DEL MARE 63;LAGOSANTO;628;N/A;44.764627, 12.145703;Fuori Bologna;Fuori Bologna
691144;;VIA XX SETTEMBRE CAMERA D;VIA XX SETTEMBRE;CODIGORO;617;N/A;44.83258, 12.101138;Fuori Bologna;Fuori Bologna
691146;636;VIA PRIMO MAGGIO 24 - CAR;VIA PRIMO MAGGIO 24;CODIGORO;617;N/A;44.839806, 12.107523;Fuori Bologna;Fuori Bologna
691147;636;VIA MASCAGNI 13 [147];VIA MASCAGNI 13;CODIGORO;617;N/A;44.837368, 12.109442;Fuori Bologna;Fuori Bologna
691166;622;FACCINI 7 [166];VIA FACCINI 7;CESTA;612;N/A;44.915261, 11.870763;Fuori Bologna;Fuori Bologna
691171;622;SAN CARLO DISTRIBUTORE [1;VIA SAN CARLO 97;AMBROGIO;612;N/A;44.909452, 11.913126;Fuori Bologna;Fuori Bologna
