Station_Name,Latitude,Longitude,Population_Served,Type
DOPOLAVORO FERROVIARIO,44.50798743,11.353622735,727.3333333333334,bus
TIARINI,44.50871363,11.34286945,727.3333333333334,bus
FRANCESCHINI,44.51092451,11.35055158,727.3333333333334,bus
SACRO CUORE,44.50847040666667,11.346401929999999,727.3333333333334,bus
MATTEOTTI ALTA VELOCITA',44.507117905,11.34610423,727.3333333333334,bus
PIAZZA DELL`UNITA`,44.51095931333333,11.347301533333331,727.3333333333334,bus
CIVIDALI,44.50138201,11.30824264,725.125,bus
VELODROMO,44.500289089999995,11.31207692,725.125,bus
OSPEDALE  MAGGIORE,44.50271967,11.31237184,725.125,bus
MARZABOTTO,44.50145128,11.311617745,725.125,bus
CALABRIA,44.474523945,11.38268571,721.7333333333333,bus
EMILIA CALABRIA,44.47836855,11.38795363,721.7333333333333,bus
SARDEGNA,44.475936935,11.383756985000002,721.7333333333333,bus
VENEZIA GIULIA,44.478316985,11.381830305000001,721.7333333333333,bus
BELLARIA LOMBARDIA,44.47634517,11.386766305,721.7333333333333,bus
LOMBARDIA,44.47725295,11.38482358,721.7333333333333,bus
BITONE,44.479001085,11.384260600000001,721.7333333333333,bus
PORTA MASCARELLA,44.501781949999994,11.354122830000001,714.2857142857143,bus
PORTA GALLIERA,44.50446721,11.346815205,714.2857142857143,bus
BORGO,44.502885,11.35121777,714.2857142857143,bus
INDIPENDENZA NORD,44.50299103,11.34496538,714.2857142857143,bus
SFERISTERIO,44.500570120000006,11.346970505000002,714.2857142857143,bus
INDIPENDENZA8 AGOSTO,44.5008531,11.3443268,714.2857142857143,tram
IRNERIO,44.49989464,11.34966472,714.2857142857143,bus
SAN PIO V,44.500110379999995,11.324865245,713.6214285714286,bus
SPINA,44.489059815000005,11.378204335,712.75,bus
VETULONIA,44.487193535,11.377498215,712.75,bus
BOLOGNINA,44.511710719999996,11.345208235000001,707.6333333333333,bus
MELONCELLO,44.490066139999996,11.312144035,695.3076923076924,bus
ADIGE,44.477428610000004,11.379749695000001,692.4916666666667,bus
FIORAVANTI,44.51401658499999,11.342093965,687.9333333333333,bus
ROTONDA GOBETTI,44.51697039,11.33748961,687.9333333333333,bus
BOLOGNESE,44.51265771,11.34238432,687.9333333333333,bus
GOBETTI,44.518466575,11.336277030000002,687.9333333333333,bus
FONDO COMINI,44.515807859999995,11.34233836,687.9333333333333,bus
ARCOVEGGIO CHIESA,44.51741631,11.34207333,687.9333333333333,bus
PALESTRA IPPODROMO,44.51922345,11.34299786,687.9333333333333,bus
VILLA ERBOSA,44.521646829999995,11.3438064,687.9333333333333,bus
BARBIERI,44.516836165,11.34110168,687.9333333333333,bus
ARNO,44.477069025,11.390315167499999,686.3648148148148,bus
GALEOTTI,44.50265888,11.36469728,668.8333333333334,bus
ARTIGIANO,44.50303752,11.36706457,668.8333333333334,bus
RISTORI,44.50213146,11.37200255,668.8333333333334,bus
BEROALDO,44.50225729,11.36667249,668.8333333333334,bus
ANDREINI,44.50098155,11.373537715,668.8333333333334,bus
DUSE,44.500720705,11.36972161,668.8333333333334,bus
MONDO,44.499287025,11.37287813,668.8333333333334,bus
NUOVA,44.49823931,11.373015644999999,668.8333333333334,bus
CAMPO SAVENA,44.50114055,11.36704554,668.8333333333334,bus
CALINDRI,44.50051911,11.37123352,668.8333333333334,bus
VILLA PARADISO,44.48107787,11.38159216,663.25,bus
PONTEVECCHIO,44.481660160000004,11.37976107,663.25,bus
BENTINI SOTTOVIA,44.55303353,11.35365303,658.0,bus
MARESCALCHI,44.543796785,11.3551133,658.0,bus
PRIMO MAGGIO,44.55572003,11.35166375,658.0,bus
CORTICELLA STAZIONE,44.55191145,11.35428764,658.0,intersezione_bus_tram
CORTICELLA,44.546117845,11.355856750000001,658.0,intersezione_bus_tram
COLOMBAROLA,44.54314891,11.35612853,658.0,bus
BENTINI,44.545849135,11.356630115,658.0,bus
FONTI,44.54832112,11.355397495,658.0,bus
SHAKESPEARE,44.550571,11.358646,658.0,tram
SANT`ANNA,44.54819701,11.36067947,658.0,intersezione_bus_tram
ZANICHELLI,44.54777828,11.35747198,658.0,bus
BYRON CENTOFIORI,44.54630701,11.36043624,658.0,bus
SILVANI,44.50054117,11.32894733,657.1,bus
CASARINI,44.50399276,11.330383665,657.1,bus
BOVI CAMPEGGI,44.5057066675,11.3319157,657.1,bus
BOVI CAMPEGGI QUESTURA,44.50543457,11.33531194,657.1,bus
SCALO,44.50249923,11.32787117,657.1,bus
PARMEGGIANI,44.503516430000005,11.333414829999999,657.1,bus
DEPOSITO DUE MADONNE 1,44.483182170000006,11.39431742,652.0,bus
MONDOLFO,44.48141724,11.393210915000001,652.0,bus
BEOLCO,44.503007145,11.373888435000001,651.7142857142857,bus
MAGAZZARI,44.503979935000004,11.372398935,651.7142857142857,bus
GIARDINO GINO CERVI,44.505066189999994,11.372393625,651.7142857142857,bus
FERRAVILLA,44.50716236,11.37058697,651.7142857142857,bus
SAN DONATO,44.505138435000006,11.371217905,651.7142857142857,bus
SIRENELLA,44.50607346,11.37338356,651.7142857142857,bus
PONTE SAVENA,44.45491988,11.367795385,642.3333333333334,bus
CROCE DI CAMALDOLI,44.466470615,11.37075121,642.3333333333334,bus
DIRETTISSIMA,44.463681975,11.370863459999999,642.3333333333334,bus
BUON PASTORE,44.45933478,11.36994209,642.3333333333334,bus
FOSCHERARA,44.468693785,11.3738605,642.3333333333334,bus
ANGELO CUSTODE NOVARO,44.45874066,11.36876898,642.3333333333334,bus
PARISIO,44.471925035,11.369980850000001,642.3333333333334,bus
ANGELO CUSTODE,44.460313575,11.370286345,642.3333333333334,bus
ARANZIO,44.47243006,11.36854246,642.3333333333334,bus
PONCHIELLI,44.46674879,11.37288144,642.3333333333334,bus
SAN RUFFILLO,44.457208715,11.36953994,642.3333333333334,bus
SAN RUFFILLO STAZIONE,44.46301781,11.37285056,642.3333333333334,bus
LONGO CAVAZZONI,44.46829902,11.385132925,640.1944444444445,bus
PORTA SAN FELICE,44.4990764,11.327718826666667,635.8043204238218,bus
ALLENDE,44.482796594999996,11.38559066,633.4916666666667,bus
VILLA LAURA,44.479272395,11.38561554,633.4916666666667,bus
ROVIGHI,44.47254986,11.366241290000001,632.1666666666667,bus
CAVALCAVIA MASCARELLA,44.5070281,11.355109745,632.0333333333333,bus
STALINGRADO,44.5096812,11.355758666,632.0333333333333,bus
PORTA SAN DONATO,44.498508845,11.355525625,627.436974789916,bus
CERTOSA GANDHI,44.498573915,11.310636365,623.4375,bus
CHIESA CERTOSA,44.49920186,11.30881853,623.4375,bus
DAGNINI,44.477515765,11.36814554,622.0,bus
CHIESA NUOVA,44.47373699,11.368562350000001,622.0,bus
MOLINELLI,44.4731126,11.36485005,622.0,bus
VILLA HERCOLANI,44.47480911,11.3629438,622.0,bus
VARTHEMA,44.476790125,11.366589245,622.0,bus
TOGLIATTI PIETRA,44.506705354999994,11.28462155,613.7987012987013,bus
MAZZINI STAZIONE,44.482882695,11.37625599,609.5416666666667,bus
FELSINA,44.483856965,11.380913045,604.25,bus
FOSSOLO,44.486053854999994,11.377093760000001,604.25,bus
CENTRO ZANARDI,44.50394231,11.36695062,602.7833333333333,intersezione_bus_tram
MERCATO SAN DONATO,44.50259904666666,11.363058756666668,602.7833333333333,bus
PORTA LAME,44.5027576875,11.33287803,598.4195652173913,bus
VILLA SPADA,44.48915892666667,11.315688393333332,595.3076923076924,bus
VILLA BENNI,44.48899027,11.31840268,595.3076923076924,bus
FONDAZZA,44.48700789,11.353985269999999,590.7368421052631,bus
XII GIUGNO,44.486057654999996,11.3463827,590.7368421052631,bus
D`AZEGLIO,44.49044021,11.34135528,590.7368421052631,bus
BARACCANO,44.48577245,11.35470031,590.7368421052631,bus
PIAZZA CAVOUR,44.490849383333334,11.343862778333333,590.7368421052631,bus
TORLEONE,44.49089016,11.35504035,590.7368421052631,bus
CARTOLERIA,44.4898128,11.34924476,590.7368421052631,bus
RIALTO,44.48750845,11.34870969,590.7368421052631,bus
TRIBUNALE,44.488084415,11.343969975,590.7368421052631,bus
SAN LUIGI PORTA SAN MAMOLO,44.487603320000005,11.339664995,590.7368421052631,bus
CESTELLO,44.48791662,11.34787798,590.7368421052631,bus
PORTA SARAGOZZA - LICEO RIGHI,44.491856605,11.329258645,576.2352941176471,bus
SANT`ISAIA PIAZZA MALPIGHI,44.49342332,11.33528614,576.2352941176471,bus
SANT`ISAIA,44.49380507,11.332410146666666,576.2352941176471,bus
PIAZZA SAN FRANCESCO,44.49523278,11.33589816,576.2352941176471,bus
PALADOZZARIVA RENO,44.4981633,11.3315835,576.2352941176471,tram
NOSADELLA,44.490051625,11.33400873,576.2352941176471,bus
PORTA SARAGOZZA - VILLA CASSARINI,44.489917925,11.330321195,576.2352941176471,bus
COLLEGIO DI SPAGNA,44.49035821,11.337097305,576.2352941176471,bus
SAN FELICE,44.49754911,11.33188683,576.2352941176471,intersezione_bus_tram
TAGLIAPIETRE,44.49107082,11.34003951,576.2352941176471,bus
PORTA SARAGOZZA - FRASSINAGO,44.49035107333333,11.330926236666665,576.2352941176471,bus
GIOTTO,44.49983484,11.29055323,573.3850267379679,bus
PO,44.475942905,11.377130855,566.7611111111111,bus
MARCONI,44.49732908000001,11.337785556666667,562.3695652173913,bus
RAGNO,44.478985685,11.364851845,560.5333333333333,bus
AGNESI,44.48696448,11.370006085,555.8333333333334,bus
TRIACHINI,44.49299884,11.37040821,555.8333333333334,bus
MASSARENTI,44.492540850000005,11.367647353333332,555.8333333333334,bus
VERMIGLIA,44.49092065,11.37158638,555.8333333333334,bus
PIZZARDI,44.48980543,11.36857938,555.8333333333334,bus
AZZURRA,44.48645463,11.37311092,555.8333333333334,bus
MENGOLI,44.4889184675,11.371353702499999,555.8333333333334,bus
PALAGI,44.491526844999996,11.36626223,555.8333333333334,bus
ARCOBALENO,44.488732805,11.373451335,555.8333333333334,bus
ARPA,44.490879175,11.370413880000001,555.8333333333334,bus
RIMESSE STAZIONE,44.49336068,11.373601005000001,555.8333333333334,bus
CAVALIERI DUCATI,44.51412912,11.25924675,554.7708333333334,bus
FIRENZE,44.470366615,11.38569414,553.7055555555555,bus
PORTA SANT`ISAIA,44.494482285000004,11.329043865,551.8676470588235,bus
FERMATA SERVIZIO DUE MADONNE,44.48480216,11.39455505,545.25,bus
MARX,44.485754255,11.3861587,545.25,bus
ETRURIA,44.489621625,11.380404890000001,545.25,bus
ISTITUTO MANFREDI TANARI,44.489029040000005,11.386795915,545.25,bus
LINCOLN,44.48208838,11.389927985,545.25,bus
POMPONAZZI,44.48073939,11.390114595,545.25,bus
CARDUCCI,44.48744709,11.357841,544.9017543859649,bus
PORTA SANTO STEFANO,44.484831119999996,11.35618603,544.9017543859649,bus
SVEVO,44.508313619999996,11.394911785,544.3076923076923,bus
SALGARI,44.51434878,11.39006265,544.3076923076923,bus
PIRANDELLO,44.511739515,11.38962923,544.3076923076923,bus
PILASTRO VECCHIO,44.507716935000005,11.388882545,544.3076923076923,bus
DELEDDA,44.51010584,11.39992796,544.3076923076923,bus
BIVIO PILASTRO,44.51006636,11.38347047,544.3076923076923,bus
PANZINI,44.50935826,11.39329942,544.3076923076923,bus
SIGHINOLFI,44.511157155,11.40115926,544.3076923076923,bus
NEGRI,44.51351226,11.3957995,544.3076923076923,bus
C.S. RECORD,44.50796414,11.3916808,544.3076923076923,bus
PILASTRO,44.51074868,11.39585645,544.3076923076923,bus
LIBIA,44.49418425,11.36574834,540.5882352941177,bus
MASIA,44.497179375,11.364196615000001,540.5882352941177,bus
FILOPANTI,44.49546118,11.35708657,540.5882352941177,bus
STAZIONE SAN VITALE,44.49592104,11.372045825,540.5882352941177,bus
SANT`EGIDIO,44.499109805,11.35943851,540.5882352941177,bus
BENTIVOGLI,44.49321421,11.36469034,540.5882352941177,bus
ZANOLINI - CASA DELLE DONNE,44.4973547,11.3593941,540.5882352941177,bus
PORTA SAN VITALE (VIA MASSARENTI),44.49390682,11.35810889,540.5882352941177,bus
ROSSI,44.498736730000005,11.36312751,540.5882352941177,bus
CIRENAICA,44.495267725000005,11.364482495,540.5882352941177,bus
CAVALCAVIA SAN DONATO,44.499895765000005,11.360995485,540.5882352941177,bus
OSPEDALE SANT`ORSOLA ALBERTONI,44.492249545,11.36420013,540.5882352941177,bus
PIAZZA XX SETTEMBRE,44.50445618,11.34430575,539.7391304347826,bus
RIVA DI RENO - MARCONI,44.49882714,11.33766208,539.7391304347826,bus
CANALE DI RENOLAME,44.4985202,11.3351271,539.7391304347826,tram
PALASPORT,44.5005577,11.33118447,539.7391304347826,bus
MILAZZO,44.50322466,11.34165187,539.7391304347826,bus
DON MINZONI - MAMBO,44.502948555,11.33621467,539.7391304347826,bus
MILLE,44.501717174999996,11.341980565,539.7391304347826,bus
MILLE (PIAZZA DEI MARTIRI),44.50189119,11.34095778,539.7391304347826,intersezione_bus_tram
RONDONE,44.500048715,11.334647045,539.7391304347826,bus
AMENDOLA,44.503095785,11.34039258,539.7391304347826,bus
PIAZZA DEI MARTIRI,44.500979400000006,11.339636486666665,539.7391304347826,bus
STAZIONE CENTRALE,44.505195962500004,11.343355443333332,539.7391304347826,bus
STAZIONE CENTRALE - MATTEOTTI,44.50499342,11.34426605,539.7391304347826,bus
LAME,44.497052065,11.336809639999998,539.7391304347826,bus
ZACCONI,44.50431138,11.36448187,536.7333333333333,bus
PEZZANA,44.50393356,11.36060779,536.7333333333333,bus
VESTRI,44.506929375,11.35772521,536.7333333333333,bus
LAVORO,44.505306489999995,11.359340360000001,536.7333333333333,bus
NOVELLI,44.50597280333333,11.362304293333333,536.7333333333333,bus
REPUBBLICA,44.50496803,11.362488240000001,536.7333333333333,bus
SERENA,44.50816717,11.36081805,536.7333333333333,bus
RUGGERI,44.50489809,11.36068289,536.7333333333333,bus
BORGHI MAMO,44.476391050000004,11.36241317,534.55,bus
SAN GIUSEPPE,44.490268115,11.325164560000001,527.5,bus
ANDREA COSTA,44.494984465,11.326181009999999,527.5,bus
GUIDOTTI,44.49258054,11.3254192,527.5,bus
PORTA SARAGOZZA - RISORGIMENTO,44.490439144999996,11.32829903,527.5,bus
VICINI,44.49654564,11.32754377,527.5,bus
PIAZZA VOLTA,44.492802435,11.32362673,527.5,bus
AUDINOT,44.49170184,11.32737065,527.5,bus
RONCATI,44.49332706,11.32597792,527.5,bus
ALEMANNI - AGEOP RICERCA,44.4865047575,11.3659792925,527.45,bus
OSPEDALE MALPIGHI,44.488542736666666,11.36644924,527.45,bus
UGO BASSI,44.49546016333333,11.338909353333335,523.375,intersezione_bus_tram
CROCE CARAVAGGIO,44.487047065,11.292158555,521.75,bus
GHISELLO,44.49320204,11.29957159,521.75,bus
BONINSEGNA,44.49019093,11.29060316,521.75,bus
CROCE LUNA,44.486176220000004,11.292192825,521.75,bus
BARCA,44.49401843,11.296638545,521.75,bus
FILANDA,44.49072648,11.29147779,521.75,bus
MILANI,44.48796206,11.29517772,521.75,bus
LORENZETTI,44.49159953,11.29199227,521.75,bus
PIAZZA MALPIGHI,44.49406917666666,11.336346716666666,518.9926470588235,bus
CRICCA,44.472753055,11.385321895,518.5166666666667,bus
SOLARI,44.54070678,11.35723702,516.65625,bus
ALDINI,44.488567605,11.333953834999999,506.91764705882355,bus
AGUCCHI,44.524351665,11.316081409999999,503.0,bus
PESCAROLA,44.522546399999996,11.320097555,503.0,bus
VARANINI,44.523660109999994,11.313211615,503.0,bus
SELVA PESCAROLA,44.521702945,11.321358589999999,503.0,bus
BORRE,44.5268121,11.316930485,503.0,bus
BERTALIA,44.52136704,11.312376045,503.0,bus
C.S. PESCAROLA,44.52495081,11.318095419999999,503.0,bus
PORTA SANTO STEFANO-ROSA PARKS,44.483704605,11.357727915,499.06666666666666,bus
DANTE,44.487539405,11.359200575,499.06666666666666,bus
PIAZZA TRENTO TRIESTE,44.486687509999996,11.361898165,499.06666666666666,bus
ALBERTONI,44.48809556333333,11.362626743333331,499.06666666666666,bus
MEZZOFANTI,44.483483140000004,11.365266055,499.06666666666666,bus
SAVIOLI,44.485097804999995,11.36385308,499.06666666666666,bus
STALINGRADO PARRI,44.512259385,11.35770156,494.7462121212121,bus
PONTICELLA BRIZZI,44.45762772,11.37676127,488.27777777777777,bus
LONGO,44.466103700000005,11.38432926,488.27777777777777,bus
BATTAGLIA,44.46662433,11.37933243,488.27777777777777,bus
MARCELLO,44.4665524,11.376329935000001,488.27777777777777,bus
PONTICELLA EDERA,44.4581395,11.37774598,488.27777777777777,bus
CORELLI,44.45864153,11.373467954999999,488.27777777777777,bus
PONTICELLA,44.45942263,11.378584505,488.27777777777777,bus
BENEDETTO MARCELLO,44.46745025,11.37721583,488.27777777777777,bus
ROTONDA CORELLI,44.45566455,11.37198264,488.27777777777777,bus
CORTICELLI,44.462977815,11.375450315,488.27777777777777,bus
PIAZZALE ATLETI AZZURRI,44.46423946,11.38201422,488.27777777777777,bus
ALBERTO MARIO,44.460648635,11.379274615,488.27777777777777,bus
ARMI,44.46920747,11.37693086,488.27777777777777,bus
ALBORNOZ,44.46559166,11.377770506666666,488.27777777777777,bus
ABBA,44.46490304,11.3788378,488.27777777777777,bus
STADIO FALCHI,44.4636292,11.3787554,488.27777777777777,bus
GUBELLINI,44.469134749999995,11.381513210000001,488.27777777777777,bus
MURRI,44.48237342,11.359645369999999,473.08333333333337,bus
STERLINO,44.480740170000004,11.36207262,473.08333333333337,bus
BATTIFERRO,44.514913185,11.33760897,466.3952380952381,bus
DON STURZO,44.4893138,11.2992348,462.375,bus
TREVES,44.488470515,11.296998085,462.375,bus
FUNIVIA,44.491470925,11.3027580075,462.375,bus
LA MALFA,44.505293734999995,11.279860315,459.45454545454544,bus
CASTELDEBOLE,44.50003891,11.27734406,459.45454545454544,bus
BOTTONELLI,44.50261934,11.27891949,459.45454545454544,bus
DE NICOLA,44.505206825,11.278337505,459.45454545454544,bus
GALEAZZA,44.50310926,11.27755996,459.45454545454544,bus
SALVEMINI,44.50091185,11.27544089,459.45454545454544,bus
ROTTA,44.4989328,11.27516656,459.45454545454544,bus
EINAUDI,44.505068425,11.28147787,459.45454545454544,bus
GANDINO,44.480558994999996,11.35762235,447.1,bus
CARUSO,44.47874307,11.36077722,447.1,bus
BELLACOSTA,44.47952534,11.35815559,447.1,bus
SIEPELUNGA,44.477335679999996,11.36004915,447.1,bus
SANTA BARBARA,44.47739923,11.35607537,447.1,bus
REDENTI,44.47837407,11.3549971,447.1,bus
PARCO DEI CEDRI,44.47380896,11.399963755,440.80555555555554,bus
BOTTEGO,44.520152085,11.331003280000001,440.25,bus
PELLEGRINO,44.525060275,11.33226483,440.25,bus
NAVILE,44.517035164999996,11.33217729,440.25,bus
OCA,44.51639159,11.324931334999999,440.25,bus
SOTTOPASSO ZANARDI,44.510683560000004,11.328539935,440.25,bus
FORNACE,44.530379145,11.333838985,440.25,bus
GRAZIA,44.516402584999994,11.32817369,440.25,bus
PANE,44.520954515,11.3248742,440.25,bus
DE GAMA,44.52192358,11.32779281,440.25,bus
TANGENZIALE LAME,44.528168265000005,11.33319396,440.25,bus
BEVERARA,44.521852455,11.33129173,440.25,bus
MARCO POLO,44.519115084999996,11.328853885000001,440.25,bus
USODIMARE,44.518732385,11.32437212,440.25,bus
POSTE,44.512209920000004,11.3274983,440.25,bus
CARRACCI,44.508899755,11.33135029,440.25,bus
GAGARIN,44.51715,11.329598149999999,440.25,bus
BAGNI DI MARIO,44.48225209,11.337700380000001,437.6,bus
SAN MAMOLO,44.47756717,11.335856549999999,437.6,bus
PETRARCA,44.48767245,11.33583598,437.6,bus
BIVIO COLLI,44.475642730000004,11.33612433,437.6,bus
VILLA GHIGI,44.479708515,11.33629019,437.6,bus
VILLA BARUZZIANA,44.48345552,11.33587982,437.6,bus
CROCEFISSI,44.48993284,11.28950086,435.6691176470588,bus
SAFFI,44.5013003675,11.321027789999999,424.73809523809524,bus
TIMAVO,44.502556195,11.31789293,424.73809523809524,bus
PIAZZA MINGHETTI,44.49149491333333,11.345936723333333,422.15413533834584,bus
GARGANELLI,44.489844017500005,11.350420355,422.15413533834584,bus
FARINI,44.491360495,11.34257317,422.15413533834584,bus
PORTA MAGGIORE,44.49059964,11.3578119625,411.034126984127,bus
PICCHIO,44.459544734999994,11.366673965,410.7291666666667,bus
VILLA MAZZACORATI,44.469420885,11.371363365,410.7291666666667,bus
PIAZZA DEI COLORI,44.49454439,11.397890245,403.325,bus
BIVIO SAN LUCA,44.490181355000004,11.30978771,403.0,bus
STADIO,44.49382292,11.30985724,403.0,bus
LINO,44.493425529999996,11.306801669999999,403.0,bus
CERTOSA,44.4929252,11.303730455,403.0,bus
DELLO SPORT,44.490914169999996,11.307202635,403.0,bus
PRATI DI CAPRARA,44.5051953,11.3104895,402.2291666666667,tram
OSPEDALE MAGGIORE,44.503783909999996,11.314191851428571,402.2291666666667,bus
CAVAZZONI,44.470822195,11.378030915,401.7888888888889,bus
CHERUBINI,44.47047803,11.381004455,401.7888888888889,bus
VILLA GETSEMANI,44.472363310000006,11.36045072,400.5625,bus
CENTRO PROVE AUTOVEICOLI,44.53178638,11.314513139999999,380.5,bus
ZANARDI CINTURA FERROVIARIA,44.53738327,11.31705841,380.5,bus
TRAGHETTO,44.52923732,11.314616919999999,380.5,bus
NOCE,44.53329631,11.315380189999999,380.5,bus
PARCHEGGIO STAVECO,44.48584684,11.34445684,375.51547987616095,bus
PORTA CASTIGLIONE,44.484822175000005,11.34872957,375.51547987616095,bus
COOPERAZIONE,44.53092434,11.347169274999999,375.3125,bus
DON BEDETTI,44.534242755,11.348092805,375.3125,bus
PINARDI,44.53469376,11.35617147,375.3125,intersezione_bus_tram
RONCAGLIO,44.53661853,11.35580995,375.3125,bus
DON FIAMMELLI,44.5379907,11.3563372,375.3125,tram
ROTONDA GIARDINI,44.54162161,11.35207499,375.3125,bus
TEGA,44.53652472,11.35711352,375.3125,bus
CASA BUIA,44.538943875,11.35158598,375.3125,bus
CROCE COPERTA,44.5304546,11.35220892,375.3125,intersezione_bus_tram
LIPPARINI,44.54065556,11.35638429,375.3125,intersezione_bus_tram
LAPIDARI,44.536416904999996,11.35036007,375.3125,bus
PORTA SAN MAMOLO,44.48658038000001,11.339555695000001,368.2647058823529,bus
PORTA SAN VITALE,44.493699420000006,11.357545909999999,367.01785714285717,bus
TANARI,44.50622248,11.329675545,352.55,bus
RIGOLA,44.49411519,11.28694194,349.5882352941176,bus
