Station,Degree,Degree Centrality,Closeness Centrality,Betweenness Centrality,Coreness
ENZO FERRARI,4,0.003194888178913738,0.0001332636967425694,0.00829496147490953,2
ENZO FERRARI,4,0.003194888178913738,0.00013555213563754605,0.012916184624185636,2
SCALO SAN DONATO,3,0.0023961661341853034,0.00013100207099964604,0.005887941404065246,2
SCALO SAN DONATO,2,0.001597444089456869,0.00013129034123386254,0.006255698316745964,2
PIANETA,3,0.0023961661341853034,0.0001423894485936881,0.004866394424396585,2
SCUOLE SCANDELLARA,3,0.0023961661341853034,0.00013595866212279107,0.0,2
PORTA SAN VITALE,3,0.0023961661341853034,0.00020001330856505957,0.037494604955013625,2
CARDUCCI,2,0.001597444089456869,0.00019432058607483346,0.043064589861657,2
PORTA MAGGIORE,4,0.003194888178913738,0.00020148466442106966,0.03324624645331658,2
PORTA SANTO STEFANO,3,0.0023961661341853034,0.0001965721213874826,0.053184289628999674,2
CARDUCCI,2,0.001597444089456869,0.00019366186906353018,0.010163115513978594,2
STAZIONE CENTRALE,4,0.003194888178913738,0.00019393098026062157,0.015830147383690492,2
GIARDINI MARGHERITA,2,0.001597444089456869,0.00019489287797779998,0.01695895679622436,2
GRANAROLO FOGGIA NUOVA,2,0.001597444089456869,8.509585557622045e-05,0.0289199949944198,1
GRANAROLO DE ROSSI,2,0.001597444089456869,6.94341782871785e-05,0.019886965826699663,1
GRANAROLO HOTEL KING,2,0.001597444089456869,8.033465003320368e-05,0.02742087480175604,1
GRANAROLO MATTEUCCI,2,0.001597444089456869,7.697192980304529e-05,0.025919200741643108,1
GRANAROLO ROMA,2,0.001597444089456869,7.42849450651507e-05,0.024414972814081004,1
GRANAROLO ROMA,2,0.001597444089456869,6.580875360267723e-05,0.015335974032275776,1
GRANAROLO,2,0.001597444089456869,7.140894892072052e-05,0.02290819101906973,1
GRANAROLO,2,0.001597444089456869,6.736996441329232e-05,0.01685552516453291,1
GRANAROLO TARTARINI,2,0.001597444089456869,7.018043144554689e-05,0.02139885535660928,1
GRANAROLO TARTARINI,2,0.001597444089456869,6.904007234240465e-05,0.018372522429340874,1
MERCATO SAN DONATO,2,0.001597444089456869,0.00018152233489823454,0.01387899265252335,2
SANT`EGIDIO,4,0.003194888178913738,0.0001893619253032507,0.03579756003503906,2
MERCATO SAN DONATO,2,0.001597444089456869,0.00017586324234645454,0.023301486606242164,2
SANT`EGIDIO,5,0.003993610223642172,0.0001954050064146107,0.05220743532969152,2
SFERISTERIO,3,0.0023961661341853034,0.0001992484825338927,0.03286572020339001,2
CENTRO ZANARDI,2,0.001597444089456869,0.00016846403363784469,0.022165015591360776,2
SAN DONATO,2,0.001597444089456869,0.0001653190378231348,0.021566133674530023,2
SIRENELLA,4,0.003194888178913738,0.00016544478868255874,0.044097629244846934,2
SAN DONNINO,4,0.003194888178913738,0.0001486397588288773,0.06060965923746626,2
CADRIANO BIVIO,3,0.0023961661341853034,0.00014267193888077781,0.05127527371074386,2
SAN DONNINO,2,0.001597444089456869,0.00015496319260548512,0.018546185415884545,2
PIRANDELLO,2,0.001597444089456869,0.00013598433031232742,0.009676603764911394,2
SFERISTERIO,3,0.0023961661341853034,0.0002011229318236397,0.0680120440388903,2
CADRIANO BIVIO,5,0.003993610223642172,0.00014470235300563766,0.021857274563735592,2
PIRANDELLO,3,0.0023961661341853034,0.00013778331462514063,0.010878198399746656,2
SVEVO,3,0.0023961661341853034,0.0001312753004724584,0.005956895825192881,2
PILASTRO,4,0.003194888178913738,0.00013166603571581215,0.002223141614503924,2
DELEDDA,4,0.003194888178913738,0.00012701219249482823,0.003432397851686702,2
IRNERIO,4,0.003194888178913738,0.00020063026722177678,0.03309684520754004,2
IRNERIO,2,0.001597444089456869,0.00020082303588268917,0.06796224362363144,2
PORTA SAN DONATO,5,0.003993610223642172,0.000201762288916828,0.0858048385572692,2
BIVIO PILASTRO,3,0.0023961661341853034,0.00014403974096403145,0.010693043009681711,2
SALGARI,2,0.001597444089456869,0.00013505866646663163,0.0013446112119888754,2
PILASTRO VECCHIO,2,0.001597444089456869,0.0001248003521008976,0.0004941733514147149,2
NEGRI,2,0.001597444089456869,0.00012842472856848143,3.958494546216062e-05,2
C.S. RECORD,2,0.001597444089456869,0.0001267560574442304,0.0015182741985325478,2
PILASTRO,4,0.003194888178913738,0.00013028010562718718,0.00668219418075763,2
