Station_ID,Station_Name,Latitude,Longitude,Degree,Degree Centrality,Closeness Centrality,Betweenness Centrality,Coreness
1,STAZIONE CENTRALE,44.50576575,11.34317589,82,0.06549520766773162,0.49489170412750305,0.0,82
10,PORTA GALLIERA,44.50444281,11.3463873,247,0.1972843450479233,0.5482118605703938,0.005036781565608855,111
100,PIAZZA MAGGIORE,44.4943692,11.3436723,36,0.02875399361022364,0.47639653815892996,0.0,36
10001,IDICE,44.45985295,11.43665318,132,0.10543130990415335,0.5041631973355537,0.0,132
10002,IDICE,44.46003544,11.436539,132,0.10543130990415335,0.5041631973355537,0.0,132
10003,IDICE TRE PONTI,44.45657296,11.44419111,132,0.10543130990415335,0.5041631973355537,0.0,132
10005,IDICE TRE PONTI,44.45650543,11.44466436,132,0.10543130990415335,0.5041631973355537,0.0,132
10006,IDICE TRE PONTI,44.45681162,11.4442922,132,0.10543130990415335,0.5041631973355537,0.0,132
10009,MARESCOTTA,44.45412812,11.4516194,132,0.10543130990415335,0.5041631973355537,0.0,132
10010,MARESCOTTA,44.45459228,11.45070402,132,0.10543130990415335,0.5041631973355537,0.0,132
10013,CAMPANA,44.45203565,11.45708549,132,0.10543130990415335,0.5041631973355537,0.0,132
10014,CAMPANA,44.45194994,11.45793026,132,0.10543130990415335,0.5041631973355537,0.0,132
10017,OLMATELLO,44.4483912,11.46692389,132,0.10543130990415335,0.5041631973355537,0.0,132
10018,OLMATELLO,44.44853072,11.46697689,132,0.10543130990415335,0.5041631973355537,0.0,132
1002,PORTA MAGGIORE,44.48988493,11.3581904,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
10021,OZZANO,44.44511505,11.47556707,132,0.10543130990415335,0.5041631973355537,0.0,132
10022,OZZANO,44.44494148,11.4763059,132,0.10543130990415335,0.5041631973355537,0.0,132
10025,OZZANO PIAVE,44.44142188,11.48524403,132,0.10543130990415335,0.5041631973355537,0.0,132
10026,OZZANO PIAVE,44.44138113,11.48582349,132,0.10543130990415335,0.5041631973355537,0.0,132
10029,TOLARA BIVIO,44.43938928,11.49070244,132,0.10543130990415335,0.5041631973355537,0.0,132
1003,PORTA MAGGIORE,44.48966894,11.35829567,285,0.22763578274760382,0.5588371019843101,0.0016657952479946566,132
10030,TOLARA BIVIO,44.43935824,11.4910938,132,0.10543130990415335,0.5041631973355537,0.0,132
1004,ALBERTONI,44.48783117,11.36336834,138,0.11022364217252395,0.5079697986577181,1.0378769276029042e-05,132
1005,ALBERTONI,44.48791017,11.36291271,285,0.22763578274760382,0.5588371019843101,0.0016657952479946566,132
1006,ALEMANNI - AGEOP RICERCA,44.48656268,11.36676841,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1008,ALBERTONI,44.48854535,11.36159918,108,0.08626198083067092,0.49876441515650743,0.0,108
1009,ALEMANNI - AGEOP RICERCA,44.48711477,11.36507885,285,0.22763578274760382,0.5588371019843101,0.0016657952479946566,132
1010,LAURA BASSI,44.48517234,11.37050999,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1011,LAURA BASSI,44.48551226,11.36939589,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1012,FERMI,44.48393846,11.37375786,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1013,FERMI,44.48439907,11.37225258,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1018,MAZZINI STAZIONE,44.48301643,11.37596748,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1019,MAZZINI STAZIONE,44.48274896,11.3765445,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
1020,PONTEVECCHIO,44.4818874,11.37906298,221,0.17651757188498401,0.541834451901566,0.0005504329542502354,132
