Station_ID,Station_Name,Latitude,Longitude,Degree,Degree Centrality,Closeness Centrality,Betweenness Centrality,Coreness
1,STAZIONE CENTRALE,44.50576575,11.34317589,2,0.001597444089456869,0.000677389505001927,0.0,2
10,PORTA GALLIERA,44.50444281,11.3463873,8,0.006389776357827476,0.0007089060508627911,0.06670191003746524,2
100,PIAZZA MAGGIORE,44.4943692,11.3436723,2,0.001597444089456869,0.0007034601451925636,0.003968710016012749,2
10001,IDICE,44.45985295,11.43665318,3,0.0023961661341853034,0.0003338003505608962,0.011557527141226317,2
10002,IDICE,44.46003544,11.436539,3,0.0023961661341853034,0.00033395317718992544,0.012031269553047659,2
10003,IDICE TRE PONTI,44.45657296,11.44419111,2,0.001597444089456869,0.00032080725183913694,0.0006014357842799243,2
10005,IDICE TRE PONTI,44.45650543,11.44466436,2,0.001597444089456869,0.0003140116646056631,0.009232230828755525,1
10006,IDICE TRE PONTI,44.45681162,11.4442922,2,0.001597444089456869,0.0003147543543445504,0.009232230828755525,1
10009,MARESCOTTA,44.45412812,11.4516194,2,0.001597444089456869,0.00029917443458512925,0.007699910359252534,1
10010,MARESCOTTA,44.45459228,11.45070402,2,0.001597444089456869,0.0003008964683730729,0.007699910359252534,1
10013,CAMPANA,44.45203565,11.45708549,2,0.001597444089456869,0.0002881219362302963,0.00616503602230037,1
10014,CAMPANA,44.45194994,11.45793026,2,0.001597444089456869,0.00028655661616253206,0.00616503602230037,1
10017,OLMATELLO,44.4483912,11.46692389,2,0.001597444089456869,0.0002705357504248382,0.0046276078178990356,1
10018,OLMATELLO,44.44853072,11.46697689,2,0.001597444089456869,0.00027038336873600133,0.0046276078178990356,1
1002,PORTA MAGGIORE,44.48988493,11.3581904,4,0.003194888178913738,0.000700648757996807,0.046467618237678227,2
10021,OZZANO,44.44511505,11.47556707,2,0.001597444089456869,0.0002566414849672807,0.0030876257460485286,1
10022,OZZANO,44.44494148,11.4763059,2,0.001597444089456869,0.0002554439289688436,0.0030876257460485286,1
10025,OZZANO PIAVE,44.44142188,11.48524403,2,0.001597444089456869,0.00024267987534602175,0.0015450898067488502,1
10026,OZZANO PIAVE,44.44138113,11.48582349,2,0.001597444089456869,0.00024187479526068675,0.0015450898067488502,1
10029,TOLARA BIVIO,44.43938928,11.49070244,1,0.0007987220447284345,0.00023535890806035582,0.0,1
1003,PORTA MAGGIORE,44.48966894,11.35829567,3,0.0023961661341853034,0.000708891789986071,0.05805706872201919,2
10030,TOLARA BIVIO,44.43935824,11.4910938,1,0.0007987220447284345,0.00023479181963365056,0.0,1
1004,ALBERTONI,44.48783117,11.36336834,2,0.001597444089456869,0.0006518926282585052,0.0,2
1005,ALBERTONI,44.48791017,11.36291271,2,0.001597444089456869,0.0006894830505174462,0.05677502726253502,2
1006,ALEMANNI - AGEOP RICERCA,44.48656268,11.36676841,3,0.0023961661341853034,0.0006271768583386852,0.04255764717299643,2
1008,ALBERTONI,44.48854535,11.36159918,2,0.001597444089456869,0.0006671430125834666,0.04358174802011426,2
1009,ALEMANNI - AGEOP RICERCA,44.48711477,11.36507885,3,0.0023961661341853034,0.0006863429366368582,0.07805257391530865,2
1010,LAURA BASSI,44.48517234,11.37050999,2,0.001597444089456869,0.0006022344468518033,0.04152843859098025,2
1011,LAURA BASSI,44.48551226,11.36939589,2,0.001597444089456869,0.0006475854698099623,0.06655378572541328,2
1012,FERMI,44.48393846,11.37375786,2,0.001597444089456869,0.0005843360757883791,0.04066906219433399,2
1013,FERMI,44.48439907,11.37225258,2,0.001597444089456869,0.0006243040814459076,0.06545817658971864,2
1018,MAZZINI STAZIONE,44.48301643,11.37596748,2,0.001597444089456869,0.0005735204184818031,0.03989140955606122,2
1019,MAZZINI STAZIONE,44.48274896,11.3765445,2,0.001597444089456869,0.0005999907674496094,0.06450558403117762,2
1020,PONTEVECCHIO,44.4818874,11.37906298,2,0.001597444089456869,0.0005612072493927588,0.03918781907381443,2
1021,PONTEVECCHIO,44.48143292,11.38045916,3,0.0023961661341853034,0.0005813057381123344,0.06929408549837446,2
1022,VILLA PARADISO,44.48107787,11.38159216,3,0.0023961661341853034,0.0005531681683296109,0.04366474871221234,2
1025,VILLA LAURA,44.47933254,11.38525491,2,0.001597444089456869,0.0005456050172747704,0.04401207468529968,2
1026,VILLA LAURA,44.47921225,11.38597617,2,0.001597444089456869,0.0005234804789040922,0.03297681343742897,2
1027,ARNO,44.47716644,11.39119186,2,0.001597444089456869,0.0005054133448594387,0.04124240543667303,2
1028,ARNO,44.47782387,11.38980964,2,0.001597444089456869,0.0005000402577119528,0.03159389421370252,2
1031,EMILIA CALABRIA,44.47836855,11.38795363,2,0.001597444089456869,0.0005261552285637317,0.042618939991776544,2
1033,VILLAGGIO DUE MADONNE,44.47559917,11.39517569,2,0.001597444089456869,0.0004826274872119226,0.039882471019989124,2
1034,VILLAGGIO DUE MADONNE,44.47571733,11.39530941,2,0.001597444089456869,0.00047117783422230894,0.030227575128395686,2
1035,PARCO DEI CEDRI,44.47357286,11.40050195,2,0.001597444089456869,0.00045794713296849884,0.03854552141034776,2
1036,PARCO DEI CEDRI,44.47404506,11.39942556,2,0.001597444089456869,0.0004517245067527618,0.02888041004895764,2
1037,SAN LAZZARO FIUME SAVENA,44.47264177,11.40307018,2,0.001597444089456869,0.00044539035052276987,0.0372353874089227,2
1038,SAN LAZZARO FIUME SAVENA,44.47256732,11.4033563,2,0.001597444089456869,0.00043401178978765746,0.027572829914981754,2
1041,SAN LAZZARO VILLA RODRIGUEZ,44.47151424,11.40607324,2,0.001597444089456869,0.00043187015594370456,0.03594951514826478,2
1042,SAN LAZZARO VILLA RODRIGUEZ,44.4717488,11.40558676,2,0.001597444089456869,0.00042394467893588895,0.026315050196264712,2
1043,SAN LAZZARO MUNICIPIO,44.47072213,11.40808772,4,0.003194888178913738,0.00042423602996094733,0.035977607690205665,2
1044,SAN LAZZARO MUNICIPIO,44.47060884,11.40852666,3,0.0023961661341853034,0.0004150810843282587,0.026210341630848677,2
1045,SAN LAZZARO JUSSI,44.46882273,11.4129825,2,0.001597444089456869,0.0004089844923318708,0.013237971922781264,2
105,RIZZOLI,44.49445532,11.34491628,3,0.0023961661341853034,0.0007330952394667772,0.061020831896782896,2
1050,SAN LAZZARO MODENA,44.465452,11.40748425,2,0.001597444089456869,0.0003997604907819654,0.006448515309158424,2
1052,SAN LAZZARO MARZABOTTO,44.46354554,11.40765176,2,0.001597444089456869,0.0004098352820338749,0.013328634217226857,2
1053,SAN LAZZARO DI VITTORIO,44.46697213,11.41253065,3,0.0023961661341853034,0.0004044518415370634,0.014225041691886108,2
1054,SAN LAZZARO PERTINI,44.45868499,11.40884397,2,0.001597444089456869,0.00037150663224041737,0.0012565027849924533,2
1060,SAN LAZZARO DI VITTORIO,44.46806146,11.4136473,3,0.0023961661341853034,0.0004034498668434738,0.014716661175851652,2
1061,SAN LAZZARO KENNEDY,44.46437648,11.41024337,2,0.001597444089456869,0.0003912709379747315,0.004566314999118916,2
1062,SAN LAZZARO KENNEDY,44.46432575,11.4103535,2,0.001597444089456869,0.0003849476120146243,0.003835908908655823,2
1063,SAN LAZZARO PISCINA KENNEDY,44.46257171,11.40926055,2,0.001597444089456869,0.00038332158126035294,0.0031463646973794767,2
1064,SAN LAZZARO PISCINA KENNEDY,44.46263244,11.40936864,2,0.001597444089456869,0.0003777165170624258,0.0024580974198277162,2
1065,SAN LAZZARO KENNEDY - SCORNETTA,44.46038859,11.40918831,2,0.001597444089456869,0.00037543205116890243,0.0018898619123870234,2
1066,SAN LAZZARO KENNEDY - SCORNETTA ,44.46045921,11.40922642,2,0.001597444089456869,0.00037223220534608026,0.0015029509938375178,2
108,PIAZZA MAGGIORE,44.49358847,11.34368217,2,0.001597444089456869,0.0006702318295170042,0.0010445317867112062,2
109,RIZZOLI,44.49430039,11.34599708,5,0.003993610223642172,0.0007415131648238129,0.04493657470189982,2
11,PORTA GALLIERA,44.50449161,11.34724311,4,0.003194888178913738,0.0006874519371109781,0.009264154171870171,2
1101,BITONE,44.4782025,11.38478055,3,0.0023961661341853034,0.0005592914993778352,0.030565962565410932,2
1102,BITONE,44.47979967,11.38374065,3,0.0023961661341853034,0.0005456109234796349,0.015072925685011097,2
1103,SARDEGNA,44.47613179,11.38351974,3,0.0023961661341853034,0.000550570304009935,0.02959038519982736,2
1104,LOMBARDIA,44.47725295,11.38482358,2,0.001597444089456869,0.0005381202762923154,0.011803975350071381,2
1105,CALABRIA,44.47446643,11.38248926,3,0.0023961661341853034,0.000539425141339037,0.03275718083680021,2
1106,SARDEGNA,44.47574208,11.38399423,3,0.0023961661341853034,0.0005410554209589162,0.02454777392143793,2
1109,MILANO,44.47315115,11.3813733,2,0.001597444089456869,0.0005307810377923525,0.017116019644348418,2
111,STRADA MAGGIORE,44.49270369,11.35025937,3,0.0023961661341853034,0.0007219178679510631,0.06866711103960282,2
1110,CALABRIA,44.47458146,11.38288216,3,0.0023961661341853034,0.0005329122027001124,0.025339472830681144,2
1111,CHIESA SAN LORENZO,44.47183158,11.3833702,2,0.001597444089456869,0.0005217542574726711,0.01632304380138062,2
1112,CHIESA SAN LORENZO,44.4726061,11.38166152,2,0.001597444089456869,0.0005225701623940699,0.011113154205070449,2
1114,MAZZONI,44.4715351,11.3856349,2,0.001597444089456869,0.0005109297072039542,0.011104215668998349,2
1117,MAZZONI,44.47148021,11.38529949,2,0.001597444089456869,0.0005164937676561434,0.015761192962562856,2
1118,FIRENZE,44.46996536,11.38563064,4,0.003194888178913738,0.0005194224318382064,0.018795187492178782,2
1119,FIRENZE,44.47076787,11.38575764,4,0.003194888178913738,0.0005151233694243667,0.02792270975551827,2
112,PIAZZA GALVANI,44.49214571,11.3432716,2,0.001597444089456869,0.0007007025641366098,0.0039431713415210325,2
1120,LONGO CAVAZZONI,44.46820727,11.38521562,2,0.001597444089456869,0.0005060191384199653,0.0054601686063289944,2
1121,LONGO CAVAZZONI,44.46839077,11.38505023,2,0.001597444089456869,0.0005000062638385909,0.003571583627666557,2
1122,PIAZZALE ATLETI AZZURRI,44.46423946,11.38201422,4,0.003194888178913738,0.0005096027657424044,0.009759604457009472,2
1124,LONGO,44.46617303,11.38457959,2,0.001597444089456869,0.0004978196906796241,0.005106457964618721,2
1125,LONGO,44.46603437,11.38407893,2,0.001597444089456869,0.0005008589790824288,0.0035677528264927995,2
1128,BELLARIA LOMBARDIA,44.47678565,11.38618372,2,0.001597444089456869,0.0005166143739793429,0.002650914412240176,2
113,GARGANELLI,44.49055523,11.35073426,2,0.001597444089456869,0.0006651848701052076,0.0025206671723324216,2
1131,BELLARIA LOMBARDIA,44.47590469,11.38734889,2,0.001597444089456869,0.0005325584716157514,0.004253466236595388,2
1133,CENTRO CIVICO MAZZINI,44.47433947,11.39023157,2,0.001597444089456869,0.0005107271903235307,0.0028118080615379903,2
1134,CENTRO CIVICO MAZZINI,44.47462755,11.38993607,2,0.001597444089456869,0.0004934056166835202,0.0014173964342902674,2
1135,GENOVA,44.47276477,11.3943501,2,0.001597444089456869,0.00048773786127968166,0.001620428896499414,2
1136,GENOVA,44.47295165,11.39447981,2,0.001597444089456869,0.00048611296991557204,0.001024100847117833,2
114,PIAZZA GALVANI,44.49205677,11.34335528,2,0.001597444089456869,0.0006793059863786883,0.0016536291733386453,2
1141,ADIGE,44.47738475,11.37991019,2,0.001597444089456869,0.0005472948378726144,0.009599987741436245,2
1142,ADIGE,44.47747247,11.3795892,2,0.001597444089456869,0.0005636873718337822,0.01805201206446983,2
1143,VENEZIA GIULIA,44.47829118,11.38177267,2,0.001597444089456869,0.0005409721837806928,0.009167107208801649,2
1144,VENEZIA GIULIA,44.47834279,11.38188794,2,0.001597444089456869,0.0005496848525768536,0.01700237254286028,2
1151,FAENZA,44.47323192,11.38776918,2,0.001597444089456869,0.0005040561152544459,0.009834943546760037,2
1152,CENTRO GALLIA,44.46959578,11.38427977,2,0.001597444089456869,0.0005135780231099572,0.01669080071406134,2
